config,seed,epoch,h_alpha,rho,s_tau,train_loss,val_acc
wo_dynamic_gating,42,22,0.3833501939639297,1.8933038622679454,0.358734130859375,0.3346818167500172,0.8027366020524516
wo_dynamic_gating,42,23,0.3840057737149828,1.5997982949413119,0.382415771484375,0.34666575331113453,0.7890535917901939
wo_dynamic_gating,42,24,0.37045800150585756,1.4871663598643603,0.3465576171875,0.32798084762939206,0.8027366020524516
wo_dynamic_gating,42,25,0.40999126745600567,1.7700948121583089,0.32720947265625,0.310139440727754,0.790193842645382
wo_dynamic_gating,42,26,0.38714588758179197,2.621948348979617,0.337188720703125,0.318113622995787,0.7924743443557583
wo_dynamic_gating,42,27,0.3677714254013539,2.0383645907548313,0.348419189453125,0.30267573336770054,0.69327251995439
wo_dynamic_gating,42,28,0.3788114381825153,2.019063090696593,0.3450927734375,0.30817247435901207,0.6716077537058153
wo_dynamic_gating,42,29,0.39470847998590936,1.9289299061531833,0.343536376953125,0.31214762737269913,0.8004561003420753
wo_dynamic_gating,42,30,0.44142620066702054,2.232824692660676,0.351837158203125,0.30753740462916407,0.7822120866590649
wo_dynamic_gating,43,0,0.40766416002677275,3.4615100647329005,0.105133056640625,1.2467729465820794,0.7708095781071835
wo_dynamic_gating,43,1,0.24746192240375947,3.50291109343517,0.22869873046875,0.5129323412299924,0.6761687571265679
wo_dynamic_gating,43,2,0.30740630427172266,2.9706517938757933,0.272430419921875,0.4256882588935478,0.7137970353477765
wo_dynamic_gating,43,3,0.3707429111801068,2.474515358867401,0.272796630859375,0.38436452563469753,0.7628278221208666
wo_dynamic_gating,43,4,0.2869851838474195,2.094189413033496,0.25140380859375,0.40318595553366454,0.7331812998859749
wo_dynamic_gating,43,5,0.29421966653144227,2.8190479514769646,0.308258056640625,0.36272374393919876,0.7548460661345496
wo_dynamic_gating,43,6,0.2882702657234212,2.4944506994444176,0.306365966796875,0.3770615321075674,0.7787913340935005
wo_dynamic_gating,43,7,0.3469631331450593,2.062991260231782,0.33575439453125,0.36848599277159694,0.7537058152793614
wo_dynamic_gating,43,8,0.4029882202874271,2.0604972959263814,0.377197265625,0.36881869930882943,0.7616875712656784
wo_dynamic_gating,43,9,0.2810933444920223,2.441694802623469,0.36279296875,0.3508110878546757,0.6522234891676169
wo_dynamic_gating,43,10,0.3769129135595904,1.5677319767468467,0.346954345703125,0.3901942718993867,0.7822120866590649
wo_dynamic_gating,43,11,0.3164101179943129,1.7051090486307443,0.335174560546875,0.35976411915676515,0.7240592930444698
wo_dynamic_gating,43,12,0.33072475368236953,1.6209661071611094,0.33001708984375,0.3468526795074292,0.7970353477765109
wo_dynamic_gating,43,13,0.45794375656264635,1.493533474329621,0.292327880859375,0.350282202395816,0.7833523375142531
wo_dynamic_gating,43,14,0.5061817479189907,1.161500185466298,0.267303466796875,0.33027096281089463,0.7947548460661346
wo_dynamic_gating,43,15,0.35736943288309,2.1348846300685143,0.3065185546875,0.3306474358537851,0.7879133409350056
wo_dynamic_gating,43,16,0.37005803344403143,2.12684224710983,0.277191162109375,0.32639153108894675,0.7822120866590649
wo_dynamic_gating,43,17,0.3799049023271769,1.7154867888536178,0.310150146484375,0.3517044518894646,0.7366020524515393
wo_dynamic_gating,43,18,0.29994707098160167,1.8221667071259178,0.35284423828125,0.3418614610209581,0.7651083238312428
wo_dynamic_gating,43,19,0.3334205366322946,1.79560365502607,0.31298828125,0.33109332383949686,0.7879133409350056
wo_dynamic_gating,43,20,0.4219701646195879,1.6499847154017857,0.327911376953125,0.35221920612724805,0.7730900798175598
wo_dynamic_gating,43,21,0.3547694552653774,1.320141763957087,0.317779541015625,0.34026398118557644,0.790193842645382
wo_dynamic_gating,43,22,0.3303746050672064,1.0984340685030172,0.374786376953125,0.34996111900072374,0.7879133409350056
wo_dynamic_gating,44,0,0.3595122554637457,4.221107966987676,0.14959716796875,1.2353388693998164,0.734321550741163
wo_dynamic_gating,44,1,0.3965404182136183,3.2221712003472356,0.18255615234375,0.5073298319295071,0.7651083238312428
wo_dynamic_gating,44,2,0.3911941349900789,1.218750723090553,0.164947509765625,0.4437781471277028,0.8038768529076397
wo_dynamic_gating,44,3,0.4227213096704885,1.8724018876913033,0.15899658203125,0.39770157312365767,0.6590649942987458
wo_dynamic_gating,44,4,0.45056659252810183,1.2167624677794462,0.169464111328125,0.4118982844265251,0.7993158494868872
wo_dynamic_gating,44,5,0.4580584441793623,1.8152761852824475,0.217987060546875,0.3756444627953805,0.7913340935005702
